channelId,title,channelTitle,publishedAt
"UCJpdpj9hNhaYBRGusGv7CjQ","Puluhan Paspampres Geruduk Polres Jakbar Seusai Oknum Polisi Cekcok dengan Praka Izroi","Tribun Jateng","2021-07-09T04:26:17Z"
"UCJpdpj9hNhaYBRGusGv7CjQ","Tangis Polisi Pecah Dekap Bocah Yatim Piatu yang Ceritakan Unek-unek Hidupnya","Tribun Jateng","2021-07-13T17:00:57Z"
"UC1COz5-ymC7FALbIPii5dwQ","Pesan Terakhir","Lyodra - Topic","2021-07-15T10:06:00Z"
"UCLkAepWjdylmXSltofFvsYQ","[CHOREOGRAPHY] BTS (방탄소년단) 'Permission to Dance' Dance Practice","BANGTANTV","2021-07-13T12:00:05Z"
"UCmB1_agPlXbbwTCPKEuwEKA","Tasya Rosmala ft. New Pallapa - Haruskah Aku Mati (Official Music Video ANEKA SAFARI)","Aneka Safari Records","2021-07-12T06:00:14Z"
"UC43nz9qnZ7AIrbOlfxejTig","MURID KAYA VS MURID BOKEK || Situasi Lucu dalam Kehidupan Nyata oleh 123 GO!","123 GO! Indonesian","2021-07-15T14:00:17Z"
"UC43nz9qnZ7AIrbOlfxejTig","MASA KEHAMILAN LANCAR VS MASA KEHAMILAN RIBET || Momen Kehamilan Lucu oleh 123 GO!","123 GO! Indonesian","2021-07-14T13:15:01Z"
"UCER4rvDnRBPr_ncYW4UCZjg","Terkait Kontroversi dr. Lois, Babeh Aldo: dr. Lois Adalah Dokter Pertama yang Berani Bersuara | AKIM","tvOneNews","2021-07-13T13:57:43Z"
"UCEIi7zFR_wE23jFncVtd6-A","[Artist Of The Month] 'Watermelon Sugar' X 'BLOW' covered by TXT YEONJUN(연준) | July 2021 (4K)","STUDIO CHOOM [스튜디오 춤]","2021-07-16T14:00:02Z"
"UCbJWkrWIB4W-oR-cOASEBsQ","Boruto Episode 207 Sub Indo Terbaru PENUH FULL HD | Boruto Episode 207 Subtitle Indonesia HD","V Movies","2021-07-11T11:26:56Z"
"UC0hu5W5Ne6JrDDwH77nc_jg","Yeni Inka ft New Pallapa - Haruskah Aku Mati (Official Live Music)","Global Musik Era Digital","2021-07-17T02:00:17Z"
"UCMnHHuh31bFJ608NQZXrGtw","SHOLAWAT PENYEJUK HATI PENENANG PIKIRAN || ​KUMPULAN SHOLAWAT NABI MERDU TERBARU 2021","Lagu Sholawat Nabi","2021-07-12T23:15:03Z"
"UCO8nJdYIZO2TD8j3JN_xDFw","DRAMA! BACAIN MASALAH ART PARA NETIJEN! #CuTime","rachel goddard","2021-07-15T12:00:10Z"
"UCe8yjo839EIfDdj8LgBb1ZA","(COVER INDIA) Selfi YammaFeat Fildan - Mile Ho Tum Humko Neha Kakkar","Selfi Yamma LIDA","2021-07-11T17:00:10Z"
"UCdOovgmIPfj9a-o3VP5i2_g","Komandan Paspampres Ungkap Ada Perkataan Polisi Singgung Institusi Negara","MerdekaDotCom","2021-07-09T10:59:51Z"
"UCoC47do520os_4DBMEFGg4A","我们中国人的开门七件事，柴米油盐酱醋茶 Firewood, rice, oil, salt, soy sauce, vinegar, and tea丨Liziqi Channel","李子柒 Liziqi","2021-07-14T12:12:22Z"
"UCcDhPsZnQKMn_4DfDBuYg1Q","HIGHLIGHTS ARGENTINA 1 - 0 BRASIL | COPA AMÉRICA 2021 | 10-07-21","Copa América","2021-07-11T03:10:03Z"
"UCzTsWuCdVP_vehWyGwPcS3Q","IKATAN CINTA - Cemburu Bingitzz!! Disangka Ikutin Cewek Cantik, Mas AL Dijewer Sama Andin","RCTI - LAYAR DRAMA INDONESIA","2021-07-15T17:29:10Z"
"UCCaZhsZjcmWZpOJNaLyM-kA","【SORA AOI】Dia bicara tentang semuanya. *Nama aslinya Sola Aoi 🙏","DAISUKE BOTAK","2021-07-17T05:00:12Z"
"UCbygpKn8gqj1LMTMyROF9fg","Rizky Febian & Ziva Magnolya - Terlukis Indah (Official Music Video)","Rizky Febian","2021-07-14T07:00:10Z"
"UC1COz5-ymC7FALbIPii5dwQ","Dibanding Dia","Lyodra - Topic","2021-07-15T10:02:28Z"
"UCCaZhsZjcmWZpOJNaLyM-kA","【SORA AOI】Wawancara dengan SOLA AOI !! 　*Nama Aslinya SOLA 🙏","DAISUKE BOTAK","2021-07-14T12:00:30Z"
"UCXxHcPruufr4DrgFqLNnGOQ","Detik Detik Kronologi Penangkapan Nia Ramadhani & Ardi Bakrie | Intens Investigasi","Intens Investigasi","2021-07-08T11:15:05Z"
"UCWhiN5fWklGLtLZTJEAZ-vw","JIKA AKU MENIKAH TAHUN INI..  #OSHICIS 🔥‼️","Dokter Shindy","2021-07-14T03:22:29Z"
"UCt9a_qP9CqHCNwilf-iULag","Sergio Ramos : Première journée d'entraînement","PSG - Paris Saint-Germain","2021-07-12T18:40:39Z"
"UC994bmxwjaWuf6ggRBz0f3g","HARUSKAH AKU MATI Duet Terbarunya GERY MAHESA LALA WIDI","MP Production","2021-07-14T07:00:13Z"
"UCcSVA15A6UNouOvHsixy1ng","Haruskah Aku Mati - Woro Widowati - New Pallapa ( Official Music Video )","PERDANA RECORD","2021-07-06T12:00:15Z"
"UCRObaWKEG55XLWjd67_2wjA","Bandar Narkoba DItembak Mati Dalam Kontak Senjata - JATANRAS","Official NET News","2021-07-16T13:50:57Z"
"UChCovZlgNh2x6Z57MJ5fhFw","Italia 1 - 1 Inglaterra [3-2] | EUROCOPA 2020 - FINAL 🏆","TNT Sports Chile","2021-07-12T04:31:04Z"
"UC-AlofdKECUdhXrbJQZ6iEg","Måneskin - Beggin' (Lyrics/Testo)","LatinHype","2021-07-15T21:10:57Z"
"UCLiy-C7YdWBxg8D9XWxWq1w","DIKASIH KEJUTAN ULTAH, AYU TING TING MINTA DINIKAHIN! HARUS DISUKAI BILQIS? - DITANYA ROBBY","Robby Purba","2021-07-10T11:00:14Z"
"UCjWRi2qaGtKjQyoQLc4OGkw","(YB & Heiakim) Hello Goodbye - Sungha Jung X YB","Sungha Jung","2021-07-17T09:00:06Z"
"UCM6UGAIyUR3E1-m419VZmXw","RITUAL USIR PAGEBLUK LAMPOR KERANDA TERBANG - MBAH MIJAN","Mbah Mijan","2021-07-14T15:13:17Z"
"UC7-sh4gtS5oJkwqOyt8s3CQ","IZIN SELURUH KELUARGA UNTUK QURBAN SAPI, GRANDONG DARI SETIA FARM..","deHakims","2021-07-08T14:00:14Z"
"UCaxNFw2ryxzjSAxRVP-0Dfg","Saat Teduh Bersama - BAHAYANYA MERASA DOWN | 17 Juli 2021 (Official Philip Mantofa)","Philip Mantofa","2021-07-17T13:27:53Z"
"UCmxAIW7RDDC88EPk4ry16Kg","Viral Puluhan Paspampres Geruduk Polres Jakbar, Kapolres: Ada Kesalahpahaman, Tapi Sudah Selesai","Tribunnews.com","2021-07-08T09:33:08Z"
"UCpiCK8c6PBktcxq7Az_t4RQ","Song Kang gives Han So-hee birthday kisses on the kitchen countertop | Nevertheless, Ep 4 [ENG SUB]","The Swoon","2021-07-12T01:00:05Z"
"UCamwEBao0i0J1_Nqf3beqgA","#suaratirta : BERITA HOAX COVID HARI INI","Tirta PengPengPeng","2021-07-07T11:37:03Z"
"UCzCedBCSSltI1TFd3bKyN6g","D.O. 디오 '공감' Mood Sampler Ver.1","EXO","2021-07-14T15:00:33Z"
"UCLxAS02eWvfZK4icRNzWD_g","I Don't Want To Miss A Thing - Music Travel Love ft. Felix Irwan","Music Travel Love","2021-07-14T00:00:54Z"
"UCOmHUn--16B90oW2L6FRR3A","BLACKPINK - 「Lovesick Girls - JP Ver.-」 MV","BLACKPINK","2021-07-12T23:00:18Z"
"UCKECwHOIAZkpv7c1hqg1mWw","Lakukan Ini jika Anggota Keluarga Alami Sesak Napas | lifestyleOne","lifestyleOne","2021-07-11T05:00:06Z"
"UCEa5arMfQcOrmHGwh2cVbHw","Esa Risty - Kelangan | Koplo Version (Official Music Video)","ARD Management","2021-07-15T01:00:19Z"
"UCZIEmkvbSV8wBVWnP4wgftA","Fenomena Keranda Terbang Dan Ketok Pintu","Kisah Tanah Jawa","2021-07-17T14:00:01Z"
"UCYk4LJI0Pr6RBDWowMm-KUw","BU MENLU SAMPAI NANGIS BICARA INI‼️ Fakta Covid di Lapangan.. - Deddy Corbuzier Podcast","Deddy Corbuzier","2021-07-17T01:46:00Z"
"UCLiy-C7YdWBxg8D9XWxWq1w","PESAN AYU TING TING UNTUK ORANG YANG MENJATUHKANNYA! - DITANYA ROBBY","Robby Purba","2021-07-13T11:00:13Z"
"UChFv0WPR47xMAPpCJWUgk1Q","Esa Risty - Lebu (Official Music Video) | Goyang Mletree Asekk Bosque","Esa Risty Official","2021-07-14T02:00:12Z"
"UCRvcjozVQBiOMQ4UyoAy-fA","Angel - Woro Widowati ft Dangduters Band","WORO WIDOWATI OFFICIAL","2021-07-15T08:00:13Z"
"UCKcx1uK38H4AOkmfv4ywlrg","Live: AC Milan v ProSesto | Pre-season Friendly","AC Milan","2021-07-17T16:58:05Z"
"UCaQmWyRdzrgqdlAqtQO22ZQ","ALASAN JUJUR BILLY SYAHPUTRA PUTUS DENGAN AMANDA MANOPO | PART II","DENNY CAGUR TV","2021-07-11T05:54:05Z"
"UCvR2R7j218tzejtTsb_X6Rw","Here's Your Perfect - Jamie Miller (Lyrics) 🎵","DopeLyrics","2021-07-15T16:52:14Z"
"UCYk4LJI0Pr6RBDWowMm-KUw","MERINDING GUE DENGER INI, GOKIL‼️ SEREM ABIS‼️ - Mongol - Deddy Corbuzier Podcast","Deddy Corbuzier","2021-07-01T04:20:38Z"
"UC1dI4tO13ApuSX0QeX8pHng","TINGGAL SETENGAH HARGA! Nikmatnya beli iPhone Xr di tahun 2021!","GadgetIn","2021-07-12T10:01:47Z"
"UCUyr5000laFgF79tWJB3rXQ","과거에서 온 먹방｜2020 유행 음식 먹방","백현 Baekhyun","2021-07-17T10:00:32Z"
"UCE6zDe5DgDoic9xQYDqLNGQ","KRETEK ABAL2 IRFAN HAKIM DEPAN MEGATANK! REQUEST KALIAN!","BEEMZ ARYO","2021-07-15T08:52:09Z"
"UC8t925VdEYkPkNrgAc9TTUw","HAPPY ASMARA - EMAS HANTARAN [ Remix Jhandut ] ( Official Music Video )","FORTUNA ENTERPRISE","2021-07-13T08:00:14Z"
"UCzl0OrB3-ehunyotIQvK77A","Kronologi Penangkapan Nia Ramadhani dan Ardi Bakrie","metrotvnews","2021-07-08T07:29:32Z"
"UC0Fkh072D94BNdBM2bNrz_Q","DJ SETIAP YANG KU LAKUKAN  UNTUK DIRIMU VIRAL TIKTOK BAHAGIA SLOW BEAT SYAHDU","KELUD PRODUCTION","2021-07-14T05:12:42Z"
"UCADZVxC_4omYiNDLcsDoCeg","KAGET PAS DENGAR PENJUAL ES INI NGOMONG, TERNYATA FASIH BHS JEPANG!!","Londokampung","2021-07-13T11:00:24Z"
"UCbPryJBU1M6mfYJXVYsSKow","PPMM (Peraturan Pemimpin Memiskinkan yang Miskin) - KOMEDI ARYKAKUL","ARYKAKUL BALI","2021-07-14T13:28:34Z"
"UClMQ1QriptEXMpMBw_8EeqQ","Rossa - Wanita (Official Lyric Video)","Rossa Official","2021-07-16T05:00:21Z"
"UC5BMIWZe9isJXLZZWPWvBlg","Komandan Paspampres Angkat Bicara Terkait Keributan Anggotanya dengan Polisi di Pos Penyekatan","KOMPASTV","2021-07-09T07:21:12Z"
"UCekLikuCSxA_gB7MW4trIlQ","BAO Disney Pixar Short Film Official Promos | Incredibles 2 Bonus (2018) Animation Adventure HD","AniBox Trailer Access","2021-07-09T16:45:04Z"
"UC5PBnSG7C0WXp5gjd4bzKtw","『ウルトラマントリガー』第2話「未来への飛翔」-公式配信-","ウルトラマン公式 ULTRAMAN OFFICIAL by TSUBURAYA PROD.","2021-07-17T00:28:14Z"
"UC0jPwNs4B7yJySNewHan5hQ","Lionel Messi leads Argentina to glory for the first time claiming 2021 Copa America over Brazil","Optus Sport","2021-07-11T02:12:35Z"
"UCq2qjWz4wHTLOPtRGdsWgBA","My Stanford Graduation - What I learned","Maudy Ayunda","2021-07-12T03:00:11Z"
"UCxtuzvYz8iSZskiRa01t7zg","CUCURUTUT Charity Stream 12 Jam untuk Lawan COVID-19 di Indonesia","Christopher Devin","2021-07-16T18:39:42Z"
"UCYRZrmjJOX3NDxt2UdFKy0Q","Lionel Messi Celebrations & Crazy Moments After Winning !","BD10HD","2021-07-11T03:27:00Z"
"UC7FE8E7nCP-sJO8o4FTo93Q","DC MUSIK || TOMPEL Ft. VITA ALVIA - BODO AMAT (OFFICIAL LIVE MUSIC)","DC. PRODUCTION","2021-07-14T12:00:11Z"
"UCrEtZcG9h9lx9oqQhros_Dg","NGERI! Ratusan Ojol vs Debt Collector Bentrokan di Mangga Besar, Jakpus #SIP 07/07","Seputar iNews","2021-07-07T03:41:14Z"
"UCLkAepWjdylmXSltofFvsYQ","#BTS #PermissiontoDance ✌✌ challenge only on @YouTube #Shorts starting Jul 23rd. Get ready to 🕺💃","BANGTANTV","2021-07-09T13:30:02Z"
"UCw9dUbhQi971MzsLAL8Cwlw","GUNUNG LATIMOJONG - Sulawesi Selatan #1","Fiersa Besari","2021-07-17T13:00:08Z"
"UCMCbLotdXzd5Eb8XGLxEEWQ","CERITA MODEL DIPAKSA FOTO PORNO, SAMPAI DIP3RK0S4 FOTOGRAFER SENDIRI | #GritteBukaPraktek","Gritte Agatha","2021-07-14T11:00:25Z"
"UC6xukNiILsejJpNKxNb6HsA","Rubber Band Trampoline #Shorts","Dylan Ayres","2021-07-10T17:29:38Z"
"UChDuhCkrQ8IhdzSh2X7CkWg","Rizky Febian, Ziva Magnolya - Terlukis Indah (Official Lyric Video)","ZivaMagnolyaVEVO","2021-07-08T17:00:35Z"
"UCX7RJTce2MLIfE4e8QxRl4g","KUAT ATI (Pujaan Hati Tak Suwun Sing Kuat Ati) | KALIA SISKA FT SKA 86 | KENTRUNG VERSION","UYE tone","2021-07-11T12:00:14Z"
"UC4x-hPeNK61k61xgChcVGNA","New Pallapa Official | Angel - Wandra Feat Esa Risty | Album Terkoplo 2021","New Pallapa Official","2021-07-13T04:00:14Z"
"UC8h30UMUb7emuKob0OV_6zg","Tik Tok Thời Trang Con Nhà Nghèo Sáng Tạo Cực Chất P48 - Fashion for Poor People P48 - Tik Tok China","Mina Tik Tok","2021-07-09T00:00:08Z"
"UCdOovgmIPfj9a-o3VP5i2_g","Komandan Paspampres Beberkan Fakta, Terungkap Alasan Anggotanya Geruduk Polres Jakbar","MerdekaDotCom","2021-07-09T05:04:11Z"
"UCoSkllfpgmFHtbVK835QaQg","Astaga! Habis Razia PPKM, Petugas Dishub Langgar PPKM Kini Dipecat #iNewsSore 09/07","Official iNews","2021-07-09T12:54:53Z"
"UC0jPwNs4B7yJySNewHan5hQ","HIGHLIGHTS: Argentina v Brazil | Copa America Final","Optus Sport","2021-07-11T02:54:58Z"
"UC4x-hPeNK61k61xgChcVGNA","Balungan Kere | Woro Widowati Feat Wandra | New Pallapa Official | Album Terkoplo 2021","New Pallapa Official","2021-07-09T03:00:14Z"
"UC2sVRtimSUdDN2myZ6Cf03w","Nella Kharisma Feat. Dory Harsa - Ngidam Pentol [OFFICIAL]","Nella Kharisma Official","2021-07-05T12:00:15Z"
"UC9JY9P4rTWxptNDqMVq6uDQ","Bringing Down the House #shorts","Goodwin Family","2021-07-04T06:47:53Z"
"UC3IZKseVpdzPSBaWxBxundA","BTS (방탄소년단) 'Permission to Dance' Official Teaser","HYBE LABELS","2021-07-06T15:00:03Z"
"UCgFvT6pUq9HLOvKBYERzXSQ","These Indonesian Bassists Must Be STOPPED","Davie504","2021-07-10T13:00:35Z"
"UC7Zgj5p9QOuz65oDU51Jlng","GADUH #2","Rana Films","2021-07-07T09:23:53Z"
"UCeXBXzelo7MvLkMr3dAKODQ","Kerah Biru: Penggali Kubur Tak Berharap Sejahtera dari Kematian","Asumsi","2021-07-15T10:00:13Z"
"UC4x-hPeNK61k61xgChcVGNA","New Pallapa Official | Menungso Ora Toto | Shepin misa | Album Terkoplo 2021","New Pallapa Official","2021-07-16T03:18:35Z"
"UC8BBYSn3Hs0mWIYZngwRB2Q","PRAHARA RUMAH TANGGA  RUWET TV ","Ruwet TV","2021-07-14T06:07:27Z"
"UCgiO267R4Qo-SJF2UzH5ccQ","Ngeri! Kasus-Kasus Makan Makanan Super Pedas Ini Berujung Malapetaka","The Shiny Peanut","2021-07-10T05:30:09Z"
"UCuTKrQEt651z729A9-S8hZw","청량미 가득💕 기타까지 완벽한 로제(ROSÉ)의 〈The Only Exception〉♬ 바라던 바다(sea of hope) 3회 | JTBC 210713 방송","바라던 바다","2021-07-13T14:44:01Z"
"UCGXnDxirLuSrIHwQXWxRzeg","BERUNTUNG VS APES || Momen Lucu yang Pernah Dialami Semua Orang oleh 123 GO Like!","123 GO LIKE! Indonesian","2021-07-08T11:54:04Z"
"UCyjQkeVSZiAuHnlNutEcP4w","BOBON SANTOSO PERNAH MASAK ISTRI NYA SENDIRI EPS.08 #GaliCerita SPECIAL EDITION","Luna Maya","2021-07-15T04:21:39Z"
"UCaxNFw2ryxzjSAxRVP-0Dfg","Saat Teduh Bersama - PEMBELAKU SAAT KU JATUH | 14 Juli 2021 (Official Philip Mantofa)","Philip Mantofa","2021-07-14T13:24:03Z"
"UCmxAIW7RDDC88EPk4ry16Kg","Oknum Satpol PP Gowa yang Pukul Pasutri Terancam Kurungan 5 Tahun, Polisi Ungkap Motif Pemukulan","Tribunnews.com","2021-07-16T03:19:16Z"
"UC_ZTmAt4G3AotY5RtfDK3Pg","SUBATHON ! LIVE STREAM SEUMUR HIDUP!?","Edho Zell","2021-07-17T15:47:37Z"
"UCB1fvlA5xmLJ0tZblpoTuaQ","Tak Percaya Corona, Pria yang Hirup Nafas Pasien Covid-19 Akhirnya Meninggal Dunia","VIVA.CO.ID","2021-07-16T11:49:03Z"
"UCTkY7c2Spbl33NBbyQNGlZg","Yeni Inka - Jang Ganggu (Official Music Video)","Selosakti Records","2021-07-16T03:00:15Z"
"UCGXnDxirLuSrIHwQXWxRzeg","TANTANGAN SENI #2! || Tantangan Menggambar Lucu oleh 123 GO Like!","123 GO LIKE! Indonesian","2021-07-05T16:59:43Z"
"UCVcdUPUEMqqRibLpx8HL3kw","DIHIPNOTIS ‼ AUREL : AKU MANUSIA BIASA , BISA MAAFIN TAPI GAK BISA LANJUTIN ‼","Uya Kuya TV","2021-07-16T12:00:13Z"
"UC6FjcBcH9NVHdfFSvNfHmuA","SEMPROD: ANDHIKA BORIS GAK PERCAYA GADING NANGIS DIPUTUSIN PACAR! UUS PERNAH BACKSTREET SAMA ARTIS?!","KUY Entertainment","2021-07-14T12:00:17Z"
"UCzTsWuCdVP_vehWyGwPcS3Q","IKATAN CINTA - Terus Menangis!! Nino Sangat Marah Dihadapan Mama Sarah","RCTI - LAYAR DRAMA INDONESIA","2021-07-16T18:27:06Z"
"UCkrboHEREUVOaFNbuQ2taZg","말랑이 거래! 에어팟과 교환? #shorts popit DIY FIDGET TRADING Tiktok Compilation","프리티에스더 PrettyEsther","2021-07-12T08:32:03Z"
"UCZW5lIUz93q_aZIkJPAC0IQ","Rich Brian, NIKI, & Warren Hue - CALIFORNIA [Jackson Wang Remix] 💔💔💔","88rising","2021-07-15T04:00:13Z"
"UC8-Th83bH_thdKZDJCrn88g","BTS Dishes on Touring and Working with Ed Sheeran | The Tonight Show Starring Jimmy Fallon","The Tonight Show Starring Jimmy Fallon","2021-07-14T04:00:07Z"
"UCzTsWuCdVP_vehWyGwPcS3Q","IKATAN CINTA - MENGANCAM!! Terus Ditekan, Sumarno Janji Akan Bongkar Kejahatan Elsa","RCTI - LAYAR DRAMA INDONESIA","2021-07-16T18:26:26Z"
"UC9GtSLeksfK4yuJ_g1lgQbg","aespa 에스파 l 태연 TAEYEON 'Weekend' MV Reaction","aespa","2021-07-15T11:00:17Z"
"UC8h30UMUb7emuKob0OV_6zg","Tik Tok Thời Trang Con Nhà Nghèo Sáng Tạo Cực Chất P52 - Fashion for Poor People P52 - Tik Tok China","Mina Tik Tok","2021-07-13T00:00:05Z"
"UClvgyQvIplPQU8N73vPlFUA","Legendary Reactions","AshStudio7","2021-07-14T09:52:45Z"
"UC9vrvNSL3xcWGSkV86REBSg","Permission to Dance","BTS - Topic","2021-07-09T04:09:47Z"
"UCYRZrmjJOX3NDxt2UdFKy0Q","Lionel Messi - Respect Moments Everyone Should Witness","BD10HD","2021-07-13T02:27:25Z"
"UCk3JZr7eS3pg5AGEvBdEvFg","KING FISH GRILL | Spanish Mackerel Fish Grill with Banana Leaf | Fish Fry Recipe Cooking In Village","Village Cooking Channel","2021-07-14T14:08:30Z"
"UCxxnxya_32jcKj4yN1_kD7A","Tokyo Revengers - Episode 15 [Takarir Indonesia]","Muse Indonesia","2021-07-17T18:38:12Z"
"UCB1fvlA5xmLJ0tZblpoTuaQ","PPKM Akan Diperpanjang Atau Tidak, Ini Kata Jokowi","VIVA.CO.ID","2021-07-17T11:15:00Z"
"UCLttSYJ6kPtlcurY96kXkQw","IL PRIMO TEST! | ROMA-MONTECATINI  10-0","AS Roma","2021-07-15T18:40:10Z"
"UCcDhPsZnQKMn_4DfDBuYg1Q","HIGHLIGHTS ARGENTINA 1 (3) - (2) 1 COLOMBIA | COPA AMÉRICA 2021 | 06-07-21","Copa América","2021-07-07T04:10:01Z"
"UCEHprhvK2xu0CYKcnbMshBw","BALAI PERTEMUAN || KONTRAKAN REMPONG EPISODE  355","WARINTIL OFFICIAL","2021-07-14T03:00:14Z"
"UCamwEBao0i0J1_Nqf3beqgA","#suaratirta : TIPS ISOMAN COVID YANG BENAR","Tirta PengPengPeng","2021-07-09T11:58:24Z"
"UCE2UHXGOlqotRJgEWl_tiMw","MULTISUB【蛇之女 Snake Girl】巨蛇抚养女孩长大卷入纷争！ | 动作/惊悚/灾难 | YOUKU MOVIE | 优酷电影","YOUKU MOVIE","2021-07-17T04:00:13Z"
"UCSqzb_TGTzQmJoSoeflOKHQ","KASIICUN QURBAN SAPI!! PART 1","Kasiicun","2021-07-16T08:27:29Z"
"UCkKbg-8rc_9IcHQzTsu1uLQ","KURANG AJAR ISTRI GW MAU DIBOOKING 20 JUTA!! @JASTIN11DC SAYA CARI ANDA!!","KR TV","2021-07-12T14:18:23Z"
"UC7uo2PDGc-KBiHdjKcTzWRQ","Sasya Arkhisna - Lemah Teles (Official Music Video Langit Biru Record)","Langit Biru Record","2021-07-13T11:30:15Z"
"UCqAbZgOUGWA1R4GMqcRFtsg","🔴EKSKLUSIF! AKHIRNYA W / WENNY ARIANI MUNCUL PERTAMA KALI DI DPN PUBLIK CERITAKAN REZKY! (PART 1)","Denny Darko","2021-07-07T12:00:12Z"
"UCLLGM0MV2OpvwFCjG70nkIg","Ndarboy Genk - Mendung Tanpo Udan (Official Music Video) Versi Dangdut","Ndarboy Genk","2021-07-05T08:00:10Z"
"UCppou5iYD1t_sMx2t_DHikw","(ENG) BTS 진에게 신곡 스포일러를 부탁해보았습니다","혀니콤보 TV","2021-07-16T11:00:02Z"
"UCxmrFvg9g2jdErW587nm7-g","Panggilan Spesial Fiki Naki untuk Luna Maya | TS Talks Eps.30","TS Media","2021-07-10T13:00:13Z"
"UC50vyjmknAf3nMvOr37gm1Q","Covid-19, Nyata atau Konspirasi? Ini Kata Buya Yahya","Al-Bahjah TV","2021-07-17T05:30:11Z"
"UCUhpu5MJQ_bjPkXO00jyxsw","Clip: Just A Sweet Morning Kiss! | Unforgettable Love EP09 | 贺先生的恋恋不忘 | iQiyi","iQIYI 爱奇艺","2021-07-13T14:00:18Z"
"UCyGa1YEx9ST66rYrJTGIKOw","BONUCCI, CHIESA, DONNARUMMA | ITALY'S winning story at EURO 2020","UEFA","2021-07-15T07:00:23Z"
"UCKy1dAqELo0zrOtPkf0eTMw","Steam Deck: First Hands-On With Valve’s Handheld Gaming PC","IGN","2021-07-15T16:58:43Z"
"UCxxnxya_32jcKj4yN1_kD7A","Tokyo Revengers - Episode 14 [Takarir Indonesia]","Muse Indonesia","2021-07-10T18:38:11Z"
"UCER4rvDnRBPr_ncYW4UCZjg","Soal Kasus Pemukulan Oknum Satpol PP di Gowa, Korban: Istri Saya Syok Berat Sampai Dilarikan ke RS","tvOneNews","2021-07-15T13:42:54Z"
"UCe4cPmA9HNcCRYEGuknngZA","HARUSKAH AKU MATI  [ koplo ] ~ Era Syaqira  |  Andai kau merasakan sakit yang kau berikan kepadaku","Khatulistiwa Record","2021-07-10T02:00:11Z"
"UCJpdpj9hNhaYBRGusGv7CjQ","Viral Warga Geruduk RSUD Situbondo Tuduh Covidkan Korban Kecelakaan","Tribun Jateng","2021-07-15T06:18:30Z"
"UCvWuQfTMrRny57Cl3qtEmmg","Italy vs England - Penalty Shootout - Final EURO 2020 - eFootball PES 2021","Football TV","2021-07-11T14:51:55Z"
"UC8JlyvzVN8nJ1w8rGIjdGrQ","Pantas Wajah Bulenya Berbeda Dengan 4 Kakaknya, Ternyata Begini Silsilah Keluarga Nia Ramadhani","Tribun Manado Official","2021-07-08T08:23:18Z"
